No,Red,Green,Blue,Brightness
555,0.442,0.351,0.207,200
556,0.442,0.351,0.207,200
557,0.443,0.35,0.207,197
558,0.443,0.35,0.207,196
559,0.451,0.343,0.206,199
560,0.448,0.343,0.209,196
561,0.437,0.35,0.213,177
562,0.444,0.344,0.211,176
563,0.443,0.345,0.213,172
564,0.446,0.345,0.208,166
565,0.442,0.345,0.212,166
566,0.44,0.346,0.214,162
567,0.432,0.348,0.219,159
568,0.43,0.344,0.225,155
569,0.43,0.344,0.225,156
570,0.425,0.35,0.225,164
571,0.432,0.343,0.225,173
572,0.428,0.344,0.228,182
573,0.433,0.345,0.222,201
574,0.443,0.339,0.217,219
575,0.441,0.344,0.216,220
576,0.438,0.349,0.213,223
577,0.431,0.355,0.214,231
578,0.426,0.359,0.215,230
579,0.425,0.358,0.216,245
580,0.43,0.357,0.213,254
581,0.429,0.357,0.214,241
582,0.443,0.35,0.207,261
583,0.449,0.342,0.21,259
584,0.444,0.344,0.212,246
585,0.442,0.343,0.215,230
586,0.442,0.344,0.214,217
587,0.434,0.347,0.219,210
588,0.421,0.354,0.225,197
589,0.411,0.357,0.232,195
590,0.393,0.365,0.242,199
591,0.386,0.368,0.247,204
592,0.382,0.369,0.249,197
593,0.39,0.365,0.245,179
594,0.39,0.367,0.243,159
595,0.389,0.369,0.242,131
596,0.382,0.374,0.244,108
597,0.386,0.376,0.238,87
598,0.397,0.37,0.233,63
599,0.444,0.356,0.2,39
600,0.467,0.333,0.2,27
601,0.471,0.353,0.176,16
602,0.5,0.312,0.187,14
603,0.478,0.348,0.174,22
604,0.462,0.346,0.192,24
605,0.483,0.345,0.172,27
606,0.469,0.344,0.187,29
607,0.464,0.357,0.179,25
608,0.481,0.333,0.185,24
609,0.455,0.364,0.182,28
610,0.449,0.367,0.184,41
611,0.436,0.385,0.179,66
612,0.43,0.383,0.187,89
613,0.425,0.392,0.183,100
614,0.426,0.385,0.189,103
615,0.423,0.387,0.19,119
616,0.422,0.38,0.199,143
617,0.425,0.37,0.204,159
618,0.417,0.375,0.208,170
619,0.416,0.368,0.215,188
620,0.414,0.366,0.22,205
621,0.409,0.362,0.23,213
622,0.398,0.365,0.237,221
623,0.394,0.365,0.241,230
624,0.392,0.365,0.243,238
625,0.39,0.362,0.248,237
626,0.386,0.363,0.251,236
627,0.386,0.363,0.251,238
628,0.394,0.358,0.248,240
629,0.395,0.359,0.246,234
630,0.4,0.359,0.241,228
631,0.404,0.358,0.237,223
632,0.404,0.357,0.238,218
633,0.399,0.359,0.242,205
634,0.391,0.359,0.25,203
635,0.391,0.356,0.253,218
636,0.393,0.355,0.252,220
637,0.401,0.351,0.248,211
638,0.409,0.349,0.242,204
639,0.422,0.345,0.233,195
640,0.435,0.342,0.223,181
641,0.439,0.348,0.214,177
642,0.447,0.342,0.211,181
643,0.453,0.337,0.211,184
644,0.45,0.335,0.215,202
645,0.451,0.336,0.213,234
646,0.449,0.333,0.218,283
647,0.453,0.328,0.219,271
648,0.441,0.335,0.223,193
649,0.417,0.338,0.245,142
650,0.412,0.345,0.243,183
651,0.419,0.341,0.24,186
652,0.415,0.345,0.24,177
653,0.417,0.34,0.243,148
654,0.409,0.348,0.243,116
655,0.398,0.352,0.25,108
656,0.398,0.35,0.252,102
657,0.404,0.346,0.25,103
658,0.413,0.349,0.239,109
659,0.435,0.339,0.226,114
660,0.443,0.344,0.214,130
661,0.446,0.345,0.209,136
662,0.447,0.348,0.205,128
663,0.449,0.348,0.203,133
664,0.446,0.351,0.203,143
665,0.442,0.354,0.204,140
666,0.444,0.353,0.203,143
667,0.442,0.356,0.202,156
668,0.447,0.347,0.206,164
669,0.441,0.353,0.206,164
670,0.44,0.351,0.208,161
671,0.438,0.353,0.209,148
672,0.445,0.352,0.203,121
673,0.442,0.354,0.204,106
674,0.444,0.352,0.204,102
675,0.448,0.353,0.198,111
676,0.449,0.354,0.197,121
677,0.446,0.354,0.2,126
678,0.446,0.351,0.203,144
679,0.439,0.358,0.203,148
680,0.441,0.352,0.207,145
681,0.445,0.349,0.205,146
682,0.442,0.347,0.211,147
683,0.442,0.355,0.203,138
684,0.446,0.353,0.201,138
685,0.451,0.352,0.197,139
686,0.45,0.35,0.2,136
687,0.446,0.351,0.203,145
688,0.45,0.349,0.201,146
689,0.456,0.347,0.197,144
690,0.452,0.349,0.199,144
691,0.451,0.347,0.201,141
692,0.451,0.346,0.203,148
693,0.452,0.35,0.197,150
694,0.449,0.353,0.198,158
695,0.453,0.352,0.196,167
696,0.451,0.357,0.192,168
697,0.449,0.357,0.195,169
698,0.455,0.349,0.196,172
699,0.454,0.352,0.194,178
700,0.448,0.356,0.196,176
701,0.451,0.352,0.197,176
702,0.454,0.352,0.194,179
703,0.452,0.35,0.198,180
704,0.451,0.353,0.196,171
705,0.441,0.354,0.205,155
706,0.44,0.353,0.207,113
707,0.444,0.347,0.208,70
708,0.462,0.333,0.205,36
709,0.48,0.32,0.2,24
710,0.48,0.32,0.2,24
711,0.463,0.341,0.195,39
712,0.458,0.339,0.203,58
713,0.452,0.342,0.205,71
714,0.452,0.344,0.204,92
715,0.455,0.343,0.202,98
716,0.456,0.35,0.194,102
717,0.465,0.342,0.193,112
718,0.468,0.342,0.189,110
719,0.464,0.345,0.191,108
720,0.464,0.344,0.192,123
721,0.469,0.346,0.185,127
722,0.472,0.344,0.184,123
723,0.476,0.341,0.183,124
724,0.474,0.341,0.185,133
725,0.471,0.343,0.186,139
726,0.464,0.346,0.19,152
727,0.458,0.348,0.194,153
728,0.456,0.35,0.194,160
729,0.447,0.346,0.207,189
730,0.446,0.35,0.203,180
731,0.455,0.345,0.2,168
732,0.461,0.348,0.191,144
733,0.46,0.347,0.194,129
734,0.462,0.345,0.193,123
