No,Red,Green,Blue,Brightness
869,0.559,0.305,0.136,58
870,0.562,0.297,0.141,62
871,0.549,0.31,0.141,69
872,0.551,0.304,0.145,68
873,0.551,0.304,0.145,66
874,0.545,0.303,0.152,63
875,0.551,0.304,0.145,67
876,0.542,0.306,0.153,71
877,0.553,0.303,0.145,74
878,0.547,0.307,0.147,72
879,0.547,0.307,0.147,73
880,0.544,0.304,0.152,77
881,0.542,0.301,0.157,82
882,0.542,0.301,0.157,81
883,0.537,0.305,0.159,81
884,0.535,0.302,0.163,84
885,0.545,0.295,0.159,86
886,0.541,0.306,0.153,84
887,0.542,0.301,0.157,81
888,0.547,0.302,0.151,85
889,0.541,0.306,0.153,85
890,0.535,0.302,0.163,86
891,0.537,0.305,0.158,94
892,0.531,0.306,0.163,98
893,0.528,0.303,0.169,88
894,0.531,0.302,0.167,96
895,0.533,0.305,0.162,104
896,0.532,0.303,0.165,109
897,0.535,0.303,0.162,98
898,0.538,0.308,0.154,90
899,0.545,0.303,0.152,100
900,0.539,0.304,0.157,105
901,0.55,0.3,0.15,80
902,0.554,0.297,0.149,73
903,0.538,0.308,0.154,103
904,0.538,0.303,0.16,118
905,0.533,0.308,0.159,104
906,0.529,0.314,0.157,99
907,0.535,0.307,0.158,112
908,0.54,0.301,0.159,112
909,0.541,0.306,0.153,83
910,0.552,0.299,0.149,66
911,0.543,0.298,0.16,92
912,0.547,0.292,0.16,105
913,0.541,0.296,0.163,98
914,0.54,0.299,0.161,86
915,0.543,0.298,0.16,93
916,0.537,0.305,0.158,95
917,0.527,0.308,0.165,90
918,0.527,0.312,0.161,91
919,0.525,0.313,0.162,98
920,0.52,0.316,0.163,95
921,0.517,0.322,0.161,81
922,0.517,0.322,0.161,82
923,0.516,0.326,0.158,90
924,0.516,0.33,0.154,86
925,0.514,0.324,0.162,70
926,0.509,0.33,0.16,99
927,0.504,0.328,0.168,124
928,0.515,0.324,0.162,128
929,0.516,0.323,0.161,117
930,0.519,0.318,0.162,144
931,0.525,0.309,0.166,169
932,0.535,0.306,0.159,160
933,0.535,0.306,0.159,160
934,0.517,0.308,0.174,185
935,0.512,0.308,0.179,185
936,0.527,0.306,0.167,171
937,0.52,0.308,0.172,181
938,0.507,0.309,0.184,189
939,0.518,0.31,0.173,182
940,0.538,0.308,0.154,171
941,0.533,0.314,0.154,159
942,0.528,0.312,0.159,167
943,0.523,0.32,0.157,163
944,0.514,0.329,0.158,138
945,0.513,0.327,0.16,145
946,0.512,0.323,0.165,150
947,0.507,0.333,0.16,133
948,0.505,0.33,0.165,102
949,0.5,0.336,0.164,121
950,0.503,0.327,0.17,144
951,0.5,0.329,0.171,142
952,0.5,0.336,0.164,138
953,0.5,0.335,0.165,149
954,0.503,0.33,0.168,171
955,0.497,0.331,0.171,174
956,0.504,0.338,0.158,132
957,0.522,0.327,0.15,107
958,0.51,0.331,0.159,136
959,0.506,0.333,0.161,159
960,0.51,0.335,0.155,144
961,0.52,0.328,0.152,115
962,0.51,0.331,0.159,145
963,0.516,0.323,0.161,174
964,0.508,0.328,0.164,173
965,0.51,0.331,0.159,135
966,0.503,0.331,0.166,150
967,0.506,0.32,0.174,171
968,0.491,0.321,0.188,161
969,0.491,0.325,0.183,164
970,0.492,0.322,0.186,173
971,0.497,0.324,0.179,176
972,0.497,0.331,0.172,146
973,0.507,0.326,0.167,134
974,0.491,0.329,0.18,153
975,0.487,0.335,0.177,149
976,0.508,0.325,0.167,120
977,0.508,0.32,0.172,120
978,0.484,0.331,0.185,145
979,0.479,0.331,0.19,149
980,0.489,0.326,0.184,132
981,0.487,0.329,0.184,143
982,0.493,0.324,0.184,129
983,0.52,0.32,0.16,95
984,0.512,0.32,0.168,119
985,0.494,0.321,0.186,147
986,0.503,0.314,0.183,144
987,0.52,0.317,0.163,117
988,0.532,0.315,0.153,106
989,0.527,0.313,0.16,142
990,0.518,0.313,0.169,153
991,0.515,0.313,0.172,150
992,0.519,0.321,0.16,146
993,0.521,0.319,0.16,150
994,0.515,0.315,0.17,151
995,0.516,0.317,0.168,146
996,0.528,0.313,0.16,150
997,0.538,0.308,0.154,144
998,0.548,0.303,0.148,142
999,0.541,0.306,0.153,144
1000,0.546,0.301,0.153,148
1001,0.55,0.3,0.15,148
1002,0.551,0.301,0.147,142
1003,0.553,0.302,0.145,146
1004,0.56,0.295,0.145,151
1005,0.56,0.295,0.145,153
1006,0.559,0.298,0.143,151
1007,0.549,0.31,0.141,133
1008,0.548,0.31,0.142,147
1009,0.539,0.309,0.152,171
1010,0.526,0.318,0.156,168
1011,0.52,0.331,0.15,121
1012,0.508,0.339,0.153,116
1013,0.503,0.335,0.161,150
1014,0.509,0.327,0.164,163
1015,0.511,0.328,0.161,163
1016,0.513,0.333,0.154,149
1017,0.52,0.331,0.15,120
1018,0.528,0.323,0.149,148
1019,0.53,0.317,0.152,148
1020,0.537,0.315,0.148,148
1021,0.531,0.324,0.145,133
1022,0.532,0.321,0.147,143
1023,0.533,0.315,0.152,150
