No,Red,Green,Blue,Brightness
870,0.435,0.348,0.217,150
871,0.433,0.355,0.213,153
872,0.431,0.358,0.212,149
873,0.432,0.36,0.209,152
874,0.437,0.359,0.204,156
875,0.441,0.357,0.203,155
876,0.439,0.356,0.205,144
877,0.454,0.353,0.193,129
878,0.459,0.342,0.198,121
879,0.457,0.343,0.2,114
880,0.464,0.34,0.196,107
881,0.465,0.337,0.198,109
882,0.465,0.337,0.198,109
883,0.465,0.347,0.188,108
884,0.459,0.349,0.193,118
885,0.458,0.347,0.195,129
886,0.455,0.35,0.195,133
887,0.46,0.349,0.19,134
888,0.462,0.346,0.192,137
889,0.459,0.348,0.193,143
890,0.456,0.346,0.199,145
891,0.456,0.346,0.199,144
892,0.452,0.348,0.2,144
893,0.446,0.354,0.2,140
894,0.443,0.352,0.205,133
895,0.437,0.357,0.205,122
896,0.438,0.352,0.21,115
897,0.435,0.352,0.213,115
898,0.432,0.351,0.216,119
899,0.432,0.356,0.212,125
900,0.433,0.355,0.213,148
901,0.425,0.359,0.215,187
902,0.431,0.358,0.211,224
903,0.44,0.354,0.205,263
904,0.438,0.352,0.21,262
905,0.432,0.352,0.216,217
906,0.43,0.349,0.221,179
907,0.433,0.347,0.22,157
908,0.436,0.343,0.221,146
909,0.444,0.341,0.214,133
910,0.45,0.339,0.211,118
911,0.448,0.344,0.208,106
912,0.449,0.347,0.204,109
913,0.446,0.347,0.208,111
914,0.44,0.358,0.202,119
915,0.442,0.358,0.2,128
916,0.443,0.361,0.197,130
917,0.441,0.364,0.195,123
918,0.44,0.362,0.198,120
919,0.435,0.365,0.2,120
920,0.437,0.363,0.2,141
921,0.43,0.366,0.203,181
922,0.435,0.36,0.206,221
923,0.439,0.356,0.205,240
924,0.444,0.35,0.206,239
925,0.444,0.35,0.206,222
926,0.438,0.348,0.214,205
927,0.435,0.348,0.217,191
928,0.429,0.357,0.214,173
929,0.438,0.353,0.209,159
930,0.443,0.357,0.2,149
931,0.45,0.35,0.2,149
932,0.453,0.353,0.194,151
933,0.456,0.353,0.191,146
934,0.456,0.352,0.192,135
935,0.449,0.356,0.195,126
936,0.452,0.357,0.191,123
937,0.445,0.355,0.2,118
938,0.441,0.354,0.205,138
939,0.442,0.354,0.204,157
940,0.446,0.351,0.203,159
941,0.453,0.346,0.201,168
942,0.453,0.346,0.201,166
943,0.457,0.341,0.201,169
944,0.455,0.341,0.204,174
945,0.46,0.342,0.198,192
946,0.461,0.34,0.199,210
947,0.463,0.339,0.197,222
948,0.463,0.339,0.197,221
949,0.466,0.338,0.196,221
950,0.466,0.338,0.196,222
951,0.466,0.337,0.197,214
952,0.463,0.338,0.199,205
953,0.468,0.335,0.197,206
954,0.467,0.333,0.2,199
955,0.468,0.333,0.199,175
956,0.471,0.333,0.196,156
957,0.473,0.331,0.196,151
958,0.474,0.333,0.192,156
959,0.474,0.333,0.192,160
960,0.471,0.338,0.191,161
961,0.471,0.338,0.191,162
962,0.47,0.338,0.192,156
963,0.472,0.338,0.19,146
964,0.477,0.336,0.187,133
965,0.467,0.342,0.192,125
966,0.471,0.336,0.193,124
967,0.464,0.339,0.196,119
968,0.47,0.339,0.191,121
969,0.476,0.333,0.19,130
970,0.469,0.338,0.192,132
971,0.477,0.338,0.185,130
972,0.481,0.333,0.185,134
973,0.474,0.333,0.193,136
974,0.474,0.331,0.195,135
975,0.472,0.338,0.19,145
976,0.464,0.341,0.196,143
977,0.465,0.338,0.197,146
978,0.468,0.338,0.195,157
979,0.467,0.34,0.193,155
980,0.46,0.345,0.194,145
981,0.46,0.343,0.197,141
982,0.464,0.341,0.196,140
983,0.468,0.34,0.192,156
984,0.468,0.339,0.193,169
985,0.465,0.338,0.197,160
986,0.467,0.336,0.197,155
987,0.465,0.338,0.197,162
988,0.463,0.34,0.198,165
989,0.458,0.34,0.203,162
990,0.455,0.345,0.2,154
991,0.45,0.349,0.201,158
992,0.445,0.349,0.205,155
993,0.45,0.343,0.207,149
994,0.454,0.342,0.204,160
995,0.45,0.344,0.205,160
996,0.45,0.342,0.208,157
997,0.455,0.343,0.203,151
998,0.456,0.34,0.204,153
999,0.463,0.341,0.195,168
1000,0.469,0.339,0.192,180
1001,0.47,0.34,0.19,199
1002,0.477,0.335,0.188,215
1003,0.481,0.332,0.187,212
1004,0.476,0.337,0.187,204
1005,0.482,0.33,0.188,195
1006,0.482,0.33,0.188,215
1007,0.479,0.333,0.187,217
1008,0.471,0.338,0.19,209
1009,0.47,0.335,0.195,202
1010,0.472,0.335,0.193,200
1011,0.467,0.34,0.193,198
1012,0.465,0.341,0.195,190
1013,0.469,0.34,0.191,169
1014,0.471,0.342,0.187,160
1015,0.471,0.338,0.191,163
1016,0.472,0.34,0.189,163
1017,0.472,0.337,0.19,167
1018,0.472,0.335,0.193,166
1019,0.469,0.338,0.194,166
1020,0.468,0.34,0.192,161
1021,0.469,0.344,0.187,161
1022,0.476,0.341,0.183,165
1023,0.479,0.339,0.182,164
